"1";"0";"Zibo Laval";"245, prom du Centropolis";"Laval";"QC";;"45.56241269";"-73.74478749";"12.9";;"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"5950944";;;;;"0";"0"
"2";"0";"Bistro Bar Patriote";"67, boul Saint-Elzéar O";"Laval";"QC";;"45.5999035972";"-73.7321994488";"13.0";;"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"1849452";;;;;"0";"0"
"3";"0";"Déjeuner Cosmopolitain (Le)";"3208, boul Saint-Martin O";"Laval";"QC";;"45.5575598395";"-73.7467409215";"13.0";;"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"4002292";;;;;"0";"0"
"4";"0";"Giorgio Restaurant";"2121, boul Le carrefour";"Laval";"QC";;"45.570747";"-73.744658";"13.0";;"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"2655338";;;;;"0";"0"
"5";"0";"Patate 2000 G K";"2000, aut Laval O";"Laval";"QC";;"45.580592";"-73.742475";"13.0";;"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"2668746";;;;;"0";"0"
"6";"0";"Restaurant Falafel Freiha Inc";"3858, boul Pérron";"Laval";"QC";;"45.539186631";"-73.744623562";"13.0";;"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"2672750";;;;;"0";"0"
"7";"0";"Restaurant Toyo Grillades ?  La Japonaise";"1510, boul Chomedey";"Laval";"QC";;"45.551911273";"-73.7465906574";"13.0";;"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"2673062";;;;;"0";"0"
"8";"0";"Rustico Express";"227, boul Saint-Elzéar O";"Laval";"QC";;"45.5925850495";"-73.7369327699";"13.0";;"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"5243235";;;;;"0";"0"
"9";"0";"Sukho Thai";"145, prom du Centropolis";"Laval";"QC";;"45.5637334135";"-73.745598793";"13.0";;"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"5843873";;;;;"0";"0"
"10";"0";"Aliments Zhor (Les)";"3240, av Françis-Hughes";"Laval";"QC";;"45.593531031";"-73.73805292";"13.1";;"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"2634358";;;;;"0";"0"
"11";"0";"Coq Aux-Bec";"784, boul Curé-Labelle";"Laval";"QC";;"45.5393539702";"-73.7466931102";"13.1";;"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"2646655";;;;;"0";"0"
"12";"0";"Express Nostos";"784, boul Curé-Labelle";"Laval";"QC";;"45.5393539702";"-73.7466931102";"13.1";;"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"6281776";;;;;"0";"0"
"13";"0";"Omda";"784, boul Curé-Labelle";"Laval";"QC";;"45.5393539702";"-73.7466931102";"13.1";;"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"false";"3373498";;;;;"0";"0"
